"GSM2552104"	"GSM2552105"	"GSM2552106"	"GSM2552107"	"GSM2552108"	"GSM2552109"	"GSM2552110"	"GSM2552111"	"GSM2552112"	"GSM2552113"	"GSM2552114"	"GSM2552115"	"GSM2552116"	"GSM2552117"	"GSM2552118"	"GSM2552119"	"GSM2552120"	"GSM2552121"	"GSM2552122"	"GSM2552123"	"GSM2552124"	"GSM2552125"	"GSM2552126"	"GSM2552127"	"GSM2552128"	"GSM2552129"	"GSM2552130"	"GSM2552131"	"GSM2552132"	"GSM2552133"	"GSM2552134"	"GSM2552135"	"GSM2552136"	"GSM2552137"	"GSM2552138"	"GSM2552139"	"GSM2552140"	"GSM2552141"	"GSM2552142"
"hsa_miR_1291"	1.497182	1.673604	2.09047	1.381624	1.638744	1.758695	2.288615	2.110243	3.112352	1.643064	1.393266	1.123664	1.80622	1.661584	1.659109	1.343436	1.969836	0.9507565	2.434849	1.720205	2.597746	2.352019	1.109596	4.164742	2.034876	1.984225	1.30832	1.256113	3.218054	1.170686	2.919719	1.421219	3.561084	1.285735	2.695103	1.409377	1.118296	1.546495	1.672972
"hsa_miR_548k"	1.146651	0.9855422	1.14752	0.8769406	1.361317	1.21167	0.80889	0.9473783	1.159048	1.040878	1.437124	0.9134769	0.6577886	0.8117659	1.087754	0.8372451	0.5537959	0.7288179	1.360986	0.8388703	0.9294016	1.361513	1.079405	1.082731	0.8264034	1.024356	1.462697	0.7300149	1.033206	1.19051	1.083768	0.8902285	0.8167147	0.7120215	0.9432147	1.066518	1.121834	1.0058	1.087754
"hsa_miR_1293"	0.9349657	0.8936348	0.9208878	0.7911332	0.7345846	0.8362005	0.8078454	1.30156	0.9849501	0.921115	0.7045913	1.123664	0.7492371	1.092092	0.7834747	0.8338488	0.9141788	0.8198234	0.9403561	0.6947271	0.8443879	0.7343978	0.5954174	0.77496	1.254034	1.082239	0.7818349	0.6617877	1.226395	1.004931	0.8358806	1.128622	0.6880825	0.6915956	0.8412851	1.147185	0.8503782	1.377111	1.126467
"hsa_miR_1294"	1.440053	1.30252	1.548944	1.295974	1.458466	1.248073	1.23781	1.729566	1.784237	0.9641008	1.241901	0.8367659	1.081412	1.476942	1.873953	1.488809	1.34756	1.3644	1.873063	1.233488	1.335937	1.114046	2.230948	1.425483	1.233488	0.9823825	1.216045	1.414208	0.8078454	1.189465	1.402292	1.319097	1.228385	1.25575	1.312418	1.52382	1.642355	1.472771	1.864375
"hsa_miR_1295a"	0.9334905	1.375699	1.080297	0.8821899	0.8078454	1.248073	0.801493	0.9658394	0.6736103	0.9869897	0.77393	1.123664	0.8972567	0.9227207	0.7834747	0.8414498	1.045844	0.9800425	1.253723	0.7205873	0.7061909	0.7763447	0.8992577	1.030674	1.167935	1.112492	0.8309315	0.5299469	0.8078454	0.9948117	0.9056101	0.7038927	0.8347564	0.8957871	0.8548611	1.139697	1.489509	1.077934	1.05084
"hsa_miR_1297"	1.092025	0.9388659	1.14752	1.127026	0.9388659	0.9079885	0.9551272	0.9343913	1.061365	0.8402421	0.9388659	0.8119006	1.040878	1.118597	1.532305	0.6276813	0.989338	0.8587939	1.055238	0.8743773	0.8500857	1.559209	0.8369595	1.39642	0.9883151	0.8119799	0.9119624	0.826122	1.316481	0.989338	1.186258	0.7955837	1.318724	0.7138883	0.9619066	1.20465	0.9381605	1.102946	0.8279304
"hsa_miR_1299"	2.5073	5.096227	0.9239755	1.879927	1.084783	0.9608487	1.582238	1.88499	1.65063	1.164861	1.19074	1.369312	1.416545	1.517251	3.763548	0.9608487	1.751426	1.088601	1.633399	1.686517	2.733842	2.39361	1.70012	1.469671	0.9452666	1.851679	5.603173	3.583073	0.8687401	1.012708	1.914457	1.495723	1.684909	1.960847	0.9665642	1.048799	0.7738103	1.173836	1.530562
"hsa_miR_548l"	1.023886	1.112992	1.08614	0.6973929	1.267234	1.094314	0.98419	1.269408	1.046359	1.647114	0.6832913	1.395286	1.310747	0.788114	0.8461488	1.040878	0.8888479	0.6101058	0.8715466	0.8388607	1.171631	1.07836	1.103291	0.7777008	0.6697379	1.10717	0.9746366	0.7693095	0.5409935	1.070355	1.120245	0.9505692	0.9766902	0.8411943	1.092943	0.5897388	0.8651241	1.041758	0.5496619
"hsa_miR_1302"	1.241242	0.8427236	0.7284263	0.7132752	0.9536209	1.138462	0.8400724	1.192653	0.6324353	1.014821	1.184492	0.7132752	1.014821	0.8146927	1.155497	1.019529	1.176694	1.251872	1.055238	0.8988426	0.9713858	0.8541607	1.145104	1.120622	1.456357	1.038805	1.395016	0.8641114	0.9667156	1.011155	0.5447191	1.165279	1.318724	0.7720012	0.7573736	1.042209	1.31927	0.9804466	0.8375077
"hsa_miR_1303"	1.319343	1.277626	1.59407	0.894809	1.234801	1.033974	1.665418	2.120743	1.30252	0.9812341	1.974595	1.372488	1.496005	1.248175	1.406444	1.933203	1.465712	1.874369	1.176983	1.355939	1.48462	1.451761	1.618372	1.124361	1.338209	1.419219	0.9653817	1.995296	1.163412	1.710806	1.87396	1.5356	1.723496	0.8296058	1.081205	1.306825	1.382609	1.044632	0.8658646
"hsa_miR_1304_5p"	0.8103498	1.241933	0.7852388	1.439936	1.015618	1.480666	1.342603	1.570122	2.439126	1.281019	1.02056	0.9236449	1.040878	0.733282	1.221492	1.046136	0.813955	0.5803519	1.069692	1.608691	0.751895	0.9794546	1.442898	1.299243	1.472974	1.082239	0.9676878	1.280776	2.199387	1.015618	2.46086	0.9794546	1.220985	1.398427	1.168777	1.168042	0.7503213	1.143319	1.243909
"hsa_miR_1304_3p"	1.130495	1.130308	1.469292	1.490417	0.815487	0.9341788	1.530235	1.239805	1.221642	1.266948	1.499232	1.381425	0.566075	1.011455	1.112891	1.636739	1.081906	1.123664	0.8466157	1.6158	1.081906	0.892683	1.095676	0.8397474	1.349724	1.434114	0.8226869	1.177562	0.9699683	1.072428	0.846694	1.722636	0.9058236	1.049646	1.025982	1.083834	0.6081588	1.144405	1.287444
"hsa_miR_1305"	1.037594	1.081538	0.8925213	0.8769407	0.4886391	0.8362005	0.953128	0.8748388	0.5488188	1.079516	0.96971	1.078364	1.040878	0.913477	0.8799087	0.6869428	1.047171	1.330028	0.9537956	0.639625	1.21648	1.116998	0.9294564	0.6894193	0.885073	0.9063673	1.279195	0.9186189	0.9092556	0.955864	0.8256994	1.222507	0.8099561	0.9818661	1.371141	0.8941157	0.8597341	0.7825261	0.7447324
"hsa_miR_1243"	0.8238232	1.223735	0.8129148	1.055238	0.6408442	1.100836	0.6104674	1.099766	1.048213	1.420221	0.5680034	0.9484392	1.040878	1.001699	1.058665	0.9613256	0.9307795	1.396445	0.6104674	0.9968348	0.8401171	0.7449663	1.07836	0.7562819	1.004749	1.028981	0.7577528	0.9275899	0.9050342	0.9160484	0.8539237	0.9675424	0.5927413	0.8644087	1.189285	0.8988792	0.9932564	0.8278262	0.7181581
"hsa_miR_548f_5p"	1.190561	1.163202	1.214731	1.055238	0.867476	1.284909	1.021027	1.069749	0.9813509	0.6807814	0.6317126	0.691093	1.061641	0.9731076	0.5978553	0.8569641	1.210337	0.9997218	0.7623687	0.9563577	0.5843616	1.137991	1.277532	1.168284	1.28479	1.057292	1.277084	1.107678	0.6597815	1.001164	0.932726	0.9217776	0.9991411	0.8277255	0.887307	0.5669967	0.9646647	0.6775076	0.8773912
"hsa_miR_548f_3p"	0.8062251	0.7306419	0.9312985	0.5470299	0.793994	0.8223491	0.6567441	0.5232549	0.6428927	0.9112992	0.7066068	0.7144778	0.6640671	0.9139928	1.189465	0.8884779	0.9550972	1.299608	1.107515	0.7835096	1.177842	0.9064381	0.9279971	1.032748	0.895757	0.9318761	0.8500877	1.085487	0.9904662	0.628827	1.123605	0.9048748	0.9783776	0.7835096	0.961048	1.081164	1.48426	0.8984503	0.9048748
"hsa_miR_1244"	1.220313	2.733444	1.353589	2.920767	3.905678	1.568909	6.375897	3.217862	2.291607	1.102462	4.95532	1.119546	3.418717	4.825938	4.780651	3.365739	3.394489	1.686074	2.02329	0.9855108	3.360769	4.53634	1.763631	3.766776	4.437096	2.147285	2.576711	2.101594	3.716897	3.332801	5.292855	3.150632	4.381129	1.66293	4.11557	3.498145	3.346208	4.923695	2.328103
"hsa_miR_1245a"	0.6861444	1.438316	0.9836721	0.9938356	0.9397619	1.307769	1.283316	0.7301382	0.9199487	1.323662	1.381107	0.7193022	0.8406751	0.6018117	0.9253329	0.5953419	0.6973929	0.9251133	1.06083	0.8358833	1.076669	1.26056	0.5652826	0.9436411	0.8605092	0.7628855	1.082239	0.827018	0.9848599	0.8187238	0.7377253	0.7029852	0.9436411	0.8902652	1.098305	1.0105	1.204057	0.9487374	1.133447
"hsa_miR_1246"	7.299717	6.962587	6.639449	7.392915	8.876168	7.727308	5.843289	5.234411	7.914638	3.298247	3.926232	3.491412	4.97748	5.69644	6.045308	5.070868	5.951146	4.872347	6.334195	6.396937	7.711571	6.98455	6.269434	9.087466	7.702008	7.286736	5.594236	8.712095	7.731649	8.392394	5.828094	6.247408	8.394934	7.428309	7.91199	5.810996	5.731709	5.808257	6.147708
"hsa_miR_1247_5p"	1.093184	0.9230449	1.371314	0.6622269	1.103013	0.930429	1.112354	1.113392	1.088498	1.005712	1.447262	1.247664	0.7585928	1.097616	0.6985273	0.7526324	1.475344	1.164495	0.8312395	0.870415	0.8844666	1.553106	0.9934127	0.9300423	0.8170182	0.8155586	1.192137	1.165069	1.530236	0.6930658	1.434114	1.722636	1.328862	1.627764	0.7918199	1.30778	1.224909	0.7509725	0.8902286
"hsa_miR_1247_3p"	5.57608	4.275263	4.31998	5.652844	6.283813	4.866873	5.746912	4.393527	5.196033	4.905166	3.874437	4.787615	4.994747	3.65565	5.367713	7.562475	3.919924	5.806304	5.145683	5.154313	5.05919	1.562398	3.76329	6.220564	6.077322	5.170259	5.432549	4.897071	5.785071	5.175393	6.479296	4.743644	6.473902	6.171901	5.973477	5.205641	6.391846	4.620556	4.041693
"hsa_miR_1248"	0.8458294	1.053509	0.603592	0.7852913	0.8681799	0.8362005	0.6756965	0.6740766	1.30252	0.8991692	0.9038899	1.182158	0.8075657	0.9633702	1.30113	0.9395791	0.8809719	0.7862674	0.9974374	0.9830853	0.5832251	1.008084	0.8785951	1.176246	0.9762961	0.5850155	1.213686	0.7558869	0.6748613	0.6829282	1.235373	0.5764147	0.7293668	1.149416	0.8280638	0.9632645	0.7773178	0.8963228	0.978127
"hsa_miR_1249"	1.910298	1.399848	1.542695	0.9964927	1.240021	1.477689	1.894017	1.422505	0.6815618	2.302572	1.584984	1.332612	2.235555	1.438396	1.220207	1.419454	1.360847	1.631004	1.257098	2.260733	1.136524	1.599193	1.641366	1.325558	1.409462	1.079262	1.67385	1.455264	1.70379	1.428322	1.709702	1.961493	1.217234	1.659952	1.0806	1.066518	1.723116	1.100082	1.361482
"hsa_miR_1250_5p"	1.54149	1.038099	0.9255373	0.7745406	1.034307	1.22028	1.174126	1.498827	0.8600948	1.239156	1.245526	1.156806	1.041449	0.9285473	0.7834746	1.126817	0.8970596	1.002408	2.069721	0.8171209	1.302086	1.050568	1.152314	0.8772418	0.5769378	0.7030316	1.054447	1.089194	1.53548	0.898764	1.277995	0.7689725	0.7054453	0.6549305	0.9332556	1.456884	1.138819	1.07875	0.8902285
"hsa_miR_1250_3p"	0.9118669	0.9913363	0.9534625	0.927326	1.019784	0.8362005	1.271032	0.8877558	1.156789	0.678638	1.052719	1.274577	1.059498	0.9429641	0.6164755	0.8548207	0.7305183	1.053946	0.8466157	1.116069	1.359366	0.8541607	0.9508128	0.7409745	0.6089906	0.6833107	0.9305826	0.7305183	0.934792	1.903125	1.106793	0.7160131	0.6905731	0.7761865	1.154323	0.9604323	1.260075	0.7082993	0.6923994
"hsa_miR_1251_5p"	0.831764	1.044473	0.5925422	0.9086264	0.9655952	0.8046452	0.7529072	0.8678862	0.6884298	0.8778404	0.8581054	0.7999722	0.6976164	0.7649387	0.6940184	0.8115495	0.8956027	0.9566863	0.8259093	0.886741	1.209527	1.174523	1.164623	0.6757057	1.01269	0.9105501	0.9119624	0.8415125	0.5826916	0.6109934	0.9736733	0.8902285	1.074541	0.6940184	1.398605	1.26159	1.356238	0.9239893	0.6408442
"hsa_miR_1251_3p"	0.5576894	0.8354789	0.5450981	0.8588722	0.7747242	1.017295	0.7897769	0.7054125	0.7897769	1.007757	0.792556	1.134768	0.8406751	0.7445792	0.7667958	0.6843776	0.8191284	0.8863997	0.5287743	1.098001	0.783883	0.8210394	0.7554069	0.6100019	0.7430654	0.9335989	0.7897408	0.7047335	1.057684	0.6299827	0.5408146	0.5585095	0.6666514	0.7835271	1.348851	1.083324	0.8790556	0.6386756	0.7835271
"hsa_miR_1253"	1.203293	0.7181946	1.335768	0.8856406	0.829092	0.9135544	0.9749759	0.8911241	0.7000445	1.140362	0.8425772	1.028328	0.7453396	0.5830995	0.8070853	1.092198	0.8903862	0.7469766	0.8466157	0.9431316	1.221142	0.9517744	0.9228683	0.6411557	0.8275065	1.139915	1.10585	0.9317206	0.4865284	1.189412	0.9599023	0.7406933	0.9623941	0.7791229	1.342571	0.7129788	1.076899	0.6803547	1.266147
"hsa_miR_1254"	2.28858	1.076805	2.231694	1.403918	1.403918	2.37289	1.499431	1.957891	4.246443	1.889104	4.583172	2.341715	2.361047	2.151226	3.798708	2.813854	1.877031	1.716543	1.198526	2.196742	1.699645	1.911987	2.674041	2.49564	2.355843	1.693853	2.384481	2.617904	2.040347	1.371313	2.291235	1.872785	3.722093	2.173041	2.268867	1.823266	1.10225	2.498061	1.425845
"hsa_miR_1255a"	1.236899	1.488906	1.097912	1.570475	1.101944	1.31403	1.071829	0.8470677	1.454881	1.51064	0.9515557	1.213238	0.7845572	1.269116	0.9317425	0.9348926	1.027839	1.009095	1.349649	1.291653	0.9740406	1.266969	1.177052	0.7969783	1.083889	1.171813	1.375776	1.613321	1.657159	1.904804	1.423247	0.8793615	1.041959	0.9625345	0.9501809	1.066518	1.759055	0.9265183	1.467312
"hsa_miR_1256"	0.8603117	1.317643	0.5653339	0.9367686	0.7073814	0.8646693	1.14752	0.6734245	1.046312	1.333485	1.101171	0.8233587	1.045327	0.7950078	0.9881262	1.366009	0.9288781	0.9844821	0.8849707	0.9458024	1.016972	0.656744	1.471099	1.018649	1.121179	1.018205	1.54446	0.7345984	1.359968	1.18269	1.285486	0.9882417	0.6322426	0.8427237	0.8466434	1.133055	0.8093817	1.032478	0.7293826
"hsa_miR_1257"	0.8950434	1.108302	0.7122712	0.9459507	0.8768555	0.9563577	0.8768555	1.046048	1.016083	1.220346	1.035896	1.158395	1.248073	0.7967834	0.9766606	0.9052106	0.6973928	0.8758188	0.8419254	0.8963437	0.7518948	0.6520537	0.7622784	0.9050342	0.8451966	1.082239	0.7530625	0.8650905	1.345543	0.7519383	0.7233396	0.6927025	0.7591751	0.9516673	0.9563577	1.220346	1.260075	0.9581534	0.9592386
"hsa_miR_1258"	0.7356009	0.8464789	0.9239754	1.198058	0.9284729	0.7111857	0.5450121	0.9645875	0.934395	0.7289432	0.8876701	0.6769053	0.6604893	0.6808175	0.9041021	1.626125	0.9700161	1.244291	1.058983	1.079265	0.8882118	0.563574	0.903003	0.8078454	0.896814	0.8343373	0.9705071	0.7011381	0.7608895	1.064451	0.7869476	0.8432727	1.087983	1.283607	1.366919	0.811566	0.8038616	0.8278262	0.853232
"hsa_miR_1260a"	2.748121	2.130714	2.936061	2.171687	2.045297	3.644805	3.176848	3.474336	2.760783	3.559092	2.196743	2.512602	2.812035	2.672754	2.852037	2.871543	2.899755	2.409364	2.639247	2.541195	1.418503	3.258311	3.431316	2.622433	3.123232	0.9743553	4.208589	2.977727	1.708395	1.912861	3.851516	3.043301	1.54857	1.574454	1.536508	3.477049	1.779005	2.370609	3.381669
"hsa_miR_548g_5p"	0.6696286	1.510199	1.14752	1.055238	0.7601241	0.7083215	1.071922	0.9207022	0.9271253	0.5034837	0.821051	1.077266	1.040878	1.066594	1.039622	1.051304	1.016972	0.5114478	0.8466158	0.8639182	0.8844665	1.126664	0.7494143	0.8561491	0.6047302	1.165272	0.8770326	0.8166728	0.7267495	0.8022081	0.8747928	1.193948	0.8285342	0.7171352	0.6908411	1.114822	0.9193963	0.8761299	0.7403853
"hsa_miR_548g_3p"	0.6916536	1.118134	0.9641818	1.110345	1.041371	0.9904518	0.8480518	0.7444568	0.9813509	1.095985	1.4791	1.16387	1.248073	0.6360296	1.021557	1.127615	0.9252281	0.7679797	0.6779575	0.7508628	0.9264423	0.8943671	1.439256	1.164332	0.8247833	0.8644941	0.8684405	0.5350888	0.8722198	0.8680326	0.6953174	0.5265214	0.9783776	0.7326646	0.8405907	0.8203951	0.8132904	0.8329681	0.68282
"hsa_miR_1261"	1.276619	0.6069251	1.224499	0.8014613	1.12346	0.9533849	0.7739284	1.00422	0.6324769	0.736996	0.7313076	0.8698872	0.6234372	0.8500697	1.058329	0.7790404	1.016972	0.8836178	1.224172	0.862293	0.9075	0.9311389	1.042457	0.6512578	1.480666	1.180338	1.394269	1.005605	0.6632898	0.7473876	1.055238	1.241947	1.100674	0.9092032	0.9005464	0.529541	1.252752	0.6567441	0.8902286
"hsa_miR_1262"	1.54149	0.9582109	1.049049	1.050377	1.026777	1.033974	1.142659	0.9236253	0.97649	1.098801	1.207523	1.120939	1.168236	0.5672771	0.97649	1.243212	0.7295569	1.123664	0.9340405	0.9836487	0.6283796	0.8642062	0.8551311	1.020564	1.267181	1.15913	1.169664	0.7023722	1.184605	0.6596795	0.9144189	0.8853676	0.8029845	0.8053174	1.241748	1.071379	1.072038	0.915251	0.728269
"hsa_miR_1263"	2.124267	2.227483	3.111789	1.669708	2.004726	1.203279	3.257505	0.8903333	1.533686	2.141525	2.213926	1.910585	1.235988	3.11506	1.971893	1.724297	1.457635	2.813484	1.843516	2.890244	2.528493	2.142539	1.056245	1.424219	2.716279	2.218757	3.254682	2.991785	2.340696	3.193404	1.885031	1.682748	2.627834	3.663253	1.632857	1.759088	1.627154	2.001351	1.410967
"hsa_miR_548n"	0.5326496	0.9383146	0.8582376	1.044557	0.9304821	0.9221812	1.216357	0.7195457	1.027472	1.247052	1.001164	0.9206762	0.8715509	0.9206762	0.9614546	0.8505726	0.5856004	0.7349726	1.350904	0.9503968	0.6851392	0.6639433	0.7738946	0.7355406	0.9474028	0.761362	0.8429544	0.6973928	0.6851392	0.511937	0.5089129	0.8212205	1.128419	0.628731	1.413041	0.7521245	0.8462376	0.81445	0.8974278
"hsa_miR_548m"	0.6543295	0.5413525	0.8144892	0.8756396	1.055757	0.8476062	0.8274448	0.6734245	0.6686789	0.6610769	0.6739289	0.9440655	0.8126919	0.9738255	0.8956002	1.068474	0.7169923	0.9844972	0.8662151	0.7761866	0.7749803	0.9391936	0.9391936	0.6686789	0.7606781	0.8438871	1.137918	0.9850903	0.8779455	1.071264	0.7984669	0.6116421	0.7949659	0.8462867	0.8012817	0.6843188	1.088305	0.9190047	1.045379
"hsa_miR_1265"	0.7567992	0.6155736	0.9239754	0.5740783	0.8879114	1.076346	0.98419	0.8707715	1.101459	1.478309	0.8362398	0.9977208	0.7042261	0.8997131	1.083821	0.7562557	0.553796	0.9554795	0.7523268	0.7729264	0.8844665	0.8541607	0.8548135	0.6679549	0.7071999	0.8028232	0.9296925	0.7333515	1.291935	1.145021	0.8362398	1.07836	1.113474	0.930203	0.5763909	0.8628783	1.238611	0.8637848	0.8786563
"hsa_miR_548o_3p"	0.5503488	1.332566	0.6449438	1.264909	1.080275	1.06402	0.8378916	1.239113	0.8869565	0.7955976	0.8406708	0.9983611	0.6867902	0.6826957	0.8683589	1.202995	0.3901537	0.4222141	0.9645807	0.8062327	0.7819411	0.7635036	0.8126575	0.7936136	0.8552976	0.712867	0.9968466	0.6067357	0.9350804	1.098808	1.085284	0.6523153	0.6964247	0.9065897	0.6702616	0.5795178	0.8143771	0.5066757	1.144388
"hsa_miR_1266_5p"	1.254903	1.305028	1.302843	1.41376	1.47197	2.125969	1.188689	0.8362005	1.402795	1.499773	1.02469	1.433192	1.770629	1.041436	1.081931	1.348653	1.159052	1.020101	1.160278	1.020101	0.9246063	0.8552294	0.9262587	1.747845	1.598452	1.028842	1.182819	1.384503	0.9050342	1.596775	1.759244	1.79147	1.859281	0.6984352	1.227584	0.8774588	1.360655	1.105335	1.089849
"hsa_miR_1266_3p"	1.137769	1.166613	1.493353	1.027745	0.6373324	0.9870045	1.328149	1.576286	1.077088	1.034938	1.351749	1.06006	0.8406751	0.9600387	0.7444378	1.191682	0.7003785	0.8785774	0.9931983	0.7274114	0.8739346	1.000743	0.774335	0.7129247	1.094756	1.302675	1.082239	1.302675	1.027074	1.236027	1.307519	1.435593	0.6373324	1.285019	0.9622133	0.8375211	2.134213	1.151338	1.080535
"hsa_miR_1267"	1.221559	1.033236	1.312325	1.425483	0.9421754	0.7772119	1.375881	1.273512	1.169093	1.266269	1.235685	1.138868	1.20229	1.492538	1.147054	1.686231	0.6578481	0.7704889	0.9032677	1.139371	1.177842	1.082522	1.278016	0.9148102	1.132819	1.052649	1.105541	0.8460093	0.928336	0.9083191	1.015577	1.115619	0.9193889	1.312915	1.307931	1.948027	0.6975087	0.7350368	1.212767
"hsa_miR_1268a"	7.201023	7.114772	6.805346	7.110737	7.472283	6.892302	6.824107	6.927284	6.651698	6.742257	7.428741	7.50779	7.364563	7.213888	6.728994	8.260145	6.935337	7.091323	7.349278	6.800335	7.161298	6.503255	7.38284	7.641256	7.330984	7.37358	7.319887	6.431072	7.098763	7.113136	6.733444	6.966306	6.59848	7.792084	8.155622	7.307698	7.704535	7.33742	6.497449
"hsa_miR_1269a"	0.672541	0.8246385	0.8192913	0.920066	1.019376	0.9004012	0.8506176	0.523255	0.8234196	0.7031431	0.8968475	0.8087929	0.9073055	0.6313208	1.300542	0.6998694	1.016972	0.5633096	0.5231717	1.131644	0.751895	0.6998694	0.8139962	0.8234196	0.9611837	0.6273592	0.8222042	0.7156044	0.6390179	0.89648	1.073449	0.8902286	0.5296538	0.9516674	0.7816824	0.8821286	0.9433267	0.8278263	0.7855445
"hsa_miR_1270"	1.773743	3.486184	4.082558	1.495947	1.06893	2.412781	2.678261	3.120598	5.206034	1.528033	1.087273	1.002639	1.747033	0.9919673	1.782393	1.459627	0.9584776	4.117326	2.182225	3.876861	1.797002	2.135454	1.698643	1.652352	1.098573	2.335459	2.114785	4.193917	2.6283	1.371313	3.738708	2.075718	4.433392	0.830108	2.516927	1.722636	2.89905	2.377036	0.923673
"hsa_miR_1272"	0.7356009	1.731754	2.142251	1.528869	1.417345	1.121154	1.410066	1.515516	1.569135	2.569332	1.015455	1.016864	1.302385	2.535816	1.005896	1.758414	1.845208	1.842505	0.6710352	1.712818	1.265022	1.07836	1.629141	1.013199	1.388176	1.421889	2.079765	2.167561	0.9193254	0.6829282	1.4079	1.676458	2.0741	0.9986075	1.004103	1.995382	2.60983	1.291983	1.11265
"hsa_miR_1273a"	1.093259	0.7215907	0.6873552	0.9096038	1.194924	0.6905666	0.8385561	1.011543	0.5324432	0.6040549	0.9757632	0.7824376	0.9542469	0.9222202	1.692158	0.7254718	0.4294869	0.9780297	0.7703158	0.8872653	1.291414	0.8764233	0.9215203	1.025424	0.9387897	0.8272816	1.317063	0.6518	1.025398	0.5469937	0.8911703	1.048169	0.8078454	0.7849298	0.7494267	1.066518	1.260075	0.5754034	0.8989718
"hsa_miR_548h_5p"	1.107953	0.9264506	1.14752	0.600955	1.194924	1.17572	1.101151	0.8150698	0.9524904	1.235188	0.9547946	0.6474835	0.9116832	1.055223	0.9813509	1.248073	0.6311666	1.329722	1.026377	0.5789206	0.7673523	1.031991	1.254714	0.7395006	0.9178319	1.082239	1.053708	1.086298	1.04678	0.5401885	0.9829706	0.8438592	1.120124	0.791644	0.961048	0.8325839	1.218645	0.7983894	0.9677473
"hsa_miR_548h_3p"	1.224093	0.6408233	1.580616	1.713803	0.7243037	1.242471	0.6850222	1.103837	1.516062	1.249375	1.137957	1.207123	0.9455781	2.26608	1.084236	1.462386	1.366919	1.56998	1.263735	1.675537	1.386339	0.4865284	1.742072	1.368249	2.206805	0.6591027	1.571874	1.070841	1.397963	0.8975963	1.360435	1.286857	1.048148	1.66293	1.169545	1.19175	1.44902	1.422107	1.084236
"hsa_miR_1275"	7.654197	7.199746	7.602593	6.545127	6.737563	7.780756	7.853195	8.173672	7.739146	8.389794	6.323154	6.14074	6.732872	6.627079	7.714682	6.932523	6.74287	7.411844	7.091588	6.769244	7.149573	8.550333	7.451272	6.752831	7.03645	7.083844	6.825092	7.379426	6.923871	7.143983	7.785647	8.01787	7.377378	7.336379	7.180505	7.273016	8.081531	7.920278	6.629642
"hsa_miR_1276"	1.111361	0.9202513	1.04453	0.8857531	1.002689	1.035499	1.710776	0.9486064	0.9202513	0.9581695	0.6176305	0.915002	0.953081	0.7031127	1.19099	1.256885	0.863917	0.8368125	0.8481408	1.031927	0.8449156	0.9726605	1.079885	0.4992576	0.8692072	0.6317556	1.024368	0.6973929	0.9354825	0.7451177	1.024368	0.9832492	1.220127	0.7102611	0.8624504	0.9838097	0.8001164	0.8278262	0.9832492
"hsa_miR_302e"	0.9507245	0.9582109	0.964712	0.7501547	1.001164	1.086736	0.608513	0.9874278	0.7596143	0.7111465	0.7070913	0.8652459	1.248073	0.8652459	0.9331198	1.040878	1.057709	0.545098	0.8466157	0.4130591	1.177842	1.058398	0.6795423	1.025424	0.9676558	0.8754163	0.7305471	0.8612145	0.5899512	0.7236648	1.108	0.7381295	0.6879756	0.8289484	1.010006	0.9128747	1.309033	0.6567441	0.6919729
"hsa_miR_302f"	0.8515641	1.061205	0.9239754	0.6214009	0.9805439	1.021904	1.238974	0.9909232	0.8424477	0.6891873	1.104158	0.907953	1.19035	0.913477	1.168845	0.8362005	1.016972	0.7071531	0.6868445	1.296996	1.157222	1.181354	0.7071531	0.884414	1.037034	1.067631	0.7077243	0.6767727	1.183941	1.104158	0.6046352	0.7122251	0.9108396	0.9310471	0.7239599	0.8432968	0.8473117	0.9437894	0.8791807
"hsa_miR_1277_5p"	1.153328	0.6600179	0.7716588	0.733026	0.7292325	1.085813	1.072578	1.00062	1.122669	1.266948	0.9352124	0.912482	1.029954	0.9507324	0.8718629	1.28413	1.175356	1.159297	1.091296	1.14026	0.7636057	0.9425489	0.9353155	0.8338613	1.041115	0.9407439	1.03655	1.093854	1.183284	0.718986	0.7497029	0.9262865	1.307801	1.652006	1.085636	0.7269964	1.292697	1.200006	0.9979022
